,movie_id,title,genres,cast,crew,tags
1358,9776,HEAD OF STATE,['Comedy'],"['Chris Rock', 'Bernie Mac', 'Dylan Baker']",['Chris Rock'],"when a presidential candidate dies unexpectedly in the middle of the campaign, the democratic party unexpectedly picks a washington, d.c. alderman, mays gilliam (rock) as his replacement . usa blackpeople usapresident presidentialelection electioncampaign chrisrock berniemac dylanbaker chrisrock"
1359,18785,THE HANGOVER,['Comedy'],"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis']",['Todd Phillips'],"when three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. but they can't seem to locate their best friend, doug – who's supposed to be tying the knot. launching a frantic search for doug, the trio perseveres through a nasty hangover to try to make it to the church on time. underwear tiger stagnight hangover lostweekend bagoverhead chapel hitwithtireiron memoryloss lasvegas duringcreditsstinger elevator bradleycooper edhelms zachgalifianakis toddphillips"
1360,365222,IP MAN 3,"['Action', 'Drama', 'History']","['Donnie Yen', 'Lynn Hung', 'Zhang Jin']",['Wilson Yip'],"when a band of brutal gangsters led by a crooked property developer make a play to take over the city, master ip is forced to take a stand. biography donnieyen lynnhung zhangjin wilsonyip"
1361,817,AUSTIN POWERS: THE SPY WHO SHAGGED ME,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']","['Mike Myers', 'Heather Graham', 'Michael York']",['Jay Roach'],"when diabolical genius, dr. evil travels back in time to steal superspy austin powers's ‘mojo’, austin must return to the swingin' '60s himself – with the help of american agent, felicity shagwell – to stop the dastardly plan. once there, austin faces off against dr. evil's army of minions and saves the world in his own unbelievably groovy way. savingtheworld moon submarine clone spy cia showdown android usapresident exoticisland cat lasergun nasa undercover spacemarine carjourney auto timetravel supermodel single aftercreditsstinger duringcreditsstinger mikemyers heathergraham michaelyork jayroach"
1362,268,BATMAN,"['Fantasy', 'Action']","['Jack Nicholson', 'Michael Keaton', 'Kim Basinger']",['Tim Burton'],"the dark knight of gotham city begins his war on crime with his first major enemy being the clownishly homicidal joker, who has seized control of gotham's underworld. doublelife dccomics dualidentity chemical crimefighter fictionalplace gothamcity superhero superpowers jacknicholson michaelkeaton kimbasinger timburton"
1363,2661,BATMAN,"['Fantasy', 'Action']","['Adam West', 'Burt Ward', 'Lee Meriwether']",['Leslie H. Martinson'],"the dark knight of gotham city begins his war on crime with his first major enemy being the clownishly homicidal joker, who has seized control of gotham's underworld. doublelife dccomics dualidentity chemical crimefighter fictionalplace gothamcity superhero superpowers adamwest burtward leemeriwether leslieh.martinson"
1364,268,BATMAN,"['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Crime']","['Jack Nicholson', 'Michael Keaton', 'Kim Basinger']",['Tim Burton'],the dynamic duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people. submarine dccomics missile sharkattack rescue shark sharkrepelent blackcat superpowers jacknicholson michaelkeaton kimbasinger timburton
1365,2661,BATMAN,"['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Crime']","['Adam West', 'Burt Ward', 'Lee Meriwether']",['Leslie H. Martinson'],the dynamic duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people. submarine dccomics missile sharkattack rescue shark sharkrepelent blackcat superpowers adamwest burtward leemeriwether leslieh.martinson
1366,45054,THERE BE DRAGONS,['Drama'],"['Charlie Cox', 'Dougray Scott', 'Wes Bentley']",['Roland Joffé'],"arising out of the horror of the spanish civil war, a candidate for canonization is investigated by a journalist who discovers his own estranged father had a deep, dark and devastating connection to the saint's life.while researching the life of josemaria escriva, the controversial founder of opus dei, the young journalist robert uncovers hidden stories of his estranged father manolo, and is taken on a journey through the dark, terrible secrets of his family’s past. spanishcivilwar priest independentfilm catholic dying saint martyrdom charliecox dougrayscott wesbentley rolandjoffé"
1367,943,LETHAL WEAPON 3,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","['Mel Gibson', 'Danny Glover', 'Joe Pesci']",['Richard Donner'],"archetypal buddy cops riggs and murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former los angeles police lieutenant turned black market weapons dealer. lorna cole joins as the beautiful yet hardnosed internal affairs sergeant who catches riggs's eye. rookiecop dogbiscuit shootingpractice sittingonatoilet judothrow policepsychologist buddycop firingrange aftercreditsstinger melgibson dannyglover joepesci richarddonner"
1368,22881,THE BLIND SIDE,['Drama'],"['Sandra Bullock', 'Quinton Aaron', 'Kathy Bates']",['John Lee Hancock'],"oversized african-american, michael oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. taken in by an affluent memphis couple, michael embarks on a remarkable rise to play for the nfl. americanfootball adoption education privateschool sport americanfootballplayer duringcreditsstinger sandrabullock quintonaaron kathybates johnleehancock"
1369,10054,SPY KIDS,"['Action', 'Comedy', 'Family', 'Adventure']","['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas']",['Robert Rodriguez'],"carmen and juni think their parents are boring. little do they know that in their day, gregorio and ingrid cortez were the top secret agents from their respective countries. they gave up that life to raise their children. now, the disappearances of several of their old colleagues forces the cortez' return from retirement. what they didn't count on was carmen and juni joining the ""family business."" doublelife parentskidsrelationship brothersisterrelationship lossofparents secretagent robot alexapenavega darylsabara antoniobanderas robertrodriguez"
1370,51540,HORRIBLE BOSSES,"['Comedy', 'Crime']","['Jennifer Aniston', 'Jason Bateman', 'Charlie Day']",['Seth Gordon'],"for nick, kurt and dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently. conspiracyofmurder badboss employee deathoffather stakeout duringcreditsstinger jenniferaniston jasonbateman charlieday sethgordon"
1371,44264,TRUE GRIT,"['Drama', 'Adventure', 'Western']","['Jeff Bridges', 'Matt Damon', 'Josh Brolin']",['Joel Coen'],"following the murder of her father by hired hand tom chaney, 14-year-old farm girl mattie ross sets out to capture the killer. to aid her, she hires the toughest u.s. marshal she can find, a man with ""true grit,"" reuben j. ""rooster"" cogburn. mattie insists on accompanying cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. against his wishes, she joins him in his trek into the indian nations in search of chaney. they are joined by texas ranger laboeuf, who wants chaney for his own purposes. the unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested. lossoffather fathermurder texasranger alcoholism betrayal jeffbridges mattdamon joshbrolin joelcoen"
1372,350,THE DEVIL WEARS PRADA,"['Comedy', 'Drama', 'Romance']","['Meryl Streep', 'Anne Hathaway', 'Emily Blunt']",['David Frankel'],the devil wears prada is about a young journalist who moves to new york to work in the fashion industry. her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist. paris journalist journalism worldoffasion fashionjournal assistant jobentrant jobinterview editor-in-chief merylstreep annehathaway emilyblunt davidfrankel
1373,152,STAR TREK: THE MOTION PICTURE,"['Science Fiction', 'Adventure', 'Mystery']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",['Robert Wise'],"when a destructive space entity is spotted approaching earth, admiral kirk resumes command of the starship enterprise in order to intercept, examine, and hopefully stop it. artificialintelligence ussenterprise starfleet sanfrancisco selfsacrifice spacecraft klingon vulcan spaceopera williamshatner leonardnimoy deforestkelley robertwise"
1374,109431,IDENTITY THIEF,"['Comedy', 'Crime']","['Jason Bateman', 'Melissa McCarthy', 'Jon Favreau']",['Seth Gordon'],"when a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman. jasonbateman melissamccarthy jonfavreau sethgordon"
1375,1598,CAPE FEAR,"['Crime', 'Thriller']","['Robert De Niro', 'Nick Nolte', 'Jessica Lange']",['Martin Scorsese'],"sam bowden is a small-town corporate attorney. max cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. what do they have in common? fourteen years ago, sam was a public defender assigned to max cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. now, the cagey, bibliophile cady has been released, and he intends to teach sam bowden and his family a thing or two about loss. prison childabuse rape smalltown daughter police revenge lawyer cigarsmoking fear dog rapist robertdeniro nicknolte jessicalange martinscorsese"
1376,8065,21,"['Drama', 'Crime']","['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth']",['Robert Luketic'],"ben campbell is a young, highly intelligent, student at m.i.t. in boston who strives to succeed. wanting a scholarship to transfer to harvard school of medicine with the desire to become a doctor, ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. but one evening, ben is introduced by his unorthodox math professor micky rosa into a small but secretive club of five. students jill, choi, kianna, and fisher, who are being trained by professor rosa of the skill of card counting at blackjack. gambling cardgame professor harvarduniversity cohabitant college girlfriend studies dormitory friendship blackjack jimsturgess kevinspacey katebosworth robertluketic"
1377,271718,TRAINWRECK,['Comedy'],"['Amy Schumer', 'Bill Hader', 'Brie Larson']",['Judd Apatow'],"having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy. alcohol one-nightstand amyschumer billhader brielarson juddapatow"
1378,11638,GUESS WHO,"['Comedy', 'Romance']","['Bernie Mac', 'Ashton Kutcher', 'Zoe Saldana']",['Kevin Rodney Sullivan'],"the fiancé of an african-american woman who's met with skepticism and suspicion from her father when she takes him home for the all-important introduction. as the wedding approaches, dad must come to terms with his future son-in-law. blackpeople jealousy parents-in-law trouble fiancée berniemac ashtonkutcher zoesaldana kevinrodneysullivan"
1379,409,THE ENGLISH PATIENT,"['Drama', 'Romance', 'War']","['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe']",['Anthony Minghella'],"beginning in the 1930s, ""the english patient"" tells the story of count almásy who is a hungarian map maker employed by the royal geographical society to chart the vast expanses of the sahara desert along with several other prominent explorers. as world war ii unfolds, almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while almásy is on his death bed after being horribly burned in a plane crash. cairo egypt identity amnesia worldwarii burn landmine expedition cave sandstorm royalgeographicsociety cavepainting prisonersofwar map mineclearer hearing desertscientist intelligence traitor muralpainting airplane secretlove ralphfiennes juliettebinoche willemdafoe anthonyminghella"
1380,2118,L.A. CONFIDENTIAL,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Kevin Spacey', 'Guy Pearce', 'Danny DeVito']",['Curtis Hanson'],three detectives in the corrupt and brutal l.a. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner. corruption detective shotgun morgue fword domesticviolence corpse crime districtattorney bandage moviestar manwithglasses knifeinthigh goodcopbadcop switchblade callgirl 1950s falsifying kevinspacey guypearce dannydevito curtishanson
1381,11459,SKY HIGH,"['Adventure', 'Comedy', 'Family']","['Michael Angarano', 'Kurt Russell', 'Kelly Preston']",['Mike Mitchell'],"set in a world where superheroes are commonly known and accepted, young will stronghold, the son of the commander and jetstream, tries to find a balance between being a normal teenager and an extraordinary being. hero loyalty mockery supernaturalpowers highschool mission superpowers teensuperheroes michaelangarano kurtrussell kellypreston mikemitchell"
1382,10806,IN & OUT,"['Comedy', 'Romance']","['Kevin Kline', 'Joan Cusack', 'Tom Selleck']",['Frank Oz'],a midwestern teacher questions his sexuality after a former student makes a comment about him at the academy awards. gay homophobia comingout lgbt kevinkline joancusack tomselleck frankoz
1383,9348,SPECIES,"['Science Fiction', 'Horror', 'Action']","['Natasha Henstridge', 'Ben Kingsley', 'Michael Madsen']",['Roger Donaldson'],"in 1993, the search for extra terrestrial intelligence project receives a transmission detailing an alien dna structure, along with instructions on how to splice it with human dna. the result is sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye. telepathy dna paranoia genetics instinct femmefatale alien ontherun decapitation sexualattraction losangeles cocoon geneticengineering scientists aliendna natashahenstridge benkingsley michaelmadsen rogerdonaldson"
1384,377,A NIGHTMARE ON ELM STREET,['Horror'],"['John Saxon', 'Ronee Blakley', 'Heather Langenkamp']",['Wes Craven'],"teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. a cop's daughter, nancy thompson (heather langenkamp) traces the cause to child molester fred krueger (robert englund), who was burned alive by angry parents many years before. krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. nancy and her boyfriend, glen (johnny depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world... childmurderer sleep nightmare supernatural slasher teenager trapped alcoholic boilerroom boobytrap disfigurement medicaltest dreams johnsaxon roneeblakley heatherlangenkamp wescraven"
1385,8843,THE CELL,"['Horror', 'Science Fiction', 'Thriller']","['Jennifer Lopez', ""Vincent D'Onofrio"", 'Vince Vaughn']",['Tarsem Singh'],a psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim. drowning therapist virtualreality serialkiller psychopathy fbiagent jenniferlopez vincentd'onofrio vincevaughn tarsemsingh
1386,9313,THE MAN IN THE IRON MASK,"['Action', 'Adventure', 'Drama']","['Leonardo DiCaprio', 'Jeremy Irons', 'Gérard Depardieu']",['Randall Wallace'],"years have passed since the three musketeers, aramis, athos and porthos, have fought together with their friend, d'artagnan. but with the tyrannical king louis using his power to wreak havoc in the kingdom while his twin brother, philippe, remains imprisoned, the musketeers reunite to abduct louis and replace him with philippe. france swordplay mask musketeer leonardodicaprio jeremyirons gérarddepardieu randallwallace"
1387,39486,SECRETARIAT,['Drama'],"['Diane Lane', 'John Malkovich', 'Scott Glenn']",['Randall Wallace'],"housewife and mother penny chenery agrees to take over her ailing father's virginia-based meadow stables, despite her lack of horse-racing knowledge. against all odds, chenery - with the help of veteran trainer lucien laurin - manages to navigate the male-dominated business, ultimately fostering the first triple crown winner in 25 years. horserace horsebackriding biography dianelane johnmalkovich scottglenn randallwallace"
1388,1273,TMNT,"['Adventure', 'Animation', 'Comedy', 'Family']","['Chris Evans', 'Sarah Michelle Gellar', 'Mako']",['Kevin Munroe'],"after the defeat of their old arch nemesis, the shredder, the turtles have grown apart as a family. struggling to keep them together, their rat sensei, splinter, becomes worried when strange things begin to brew in new york city. newyork brotherbrotherrelationship journalist martialarts crimefighter secretidentity mutant turtle love basedoncomicbook reunion brotheragainstbrother chrisevans sarahmichellegellar mako kevinmunroe"
1389,13920,RADIO,['Drama'],"['Cuba Gooding Jr.', 'Ed Harris', 'Alfre Woodard']",['Mike Tollin'],"high school football coach, harold jones befriends radio, a mentally-challenged man who becomes a student at t.l. hanna high school in anderson, south carolina. their friendship extends over several decades, where radio transforms from a shy, tormented man into an inspiration to his community. biography friendship sport cubagoodingjr. edharris alfrewoodard miketollin"
1390,50544,FRIENDS WITH BENEFITS,"['Romance', 'Comedy']","['Justin Timberlake', 'Mila Kunis', 'Patricia Clarkson']",['Will Gluck'],"jamie is a new york-based executive recruiter who entices dylan, an art director from los angeles, to take a job at the new york office of gq magazine. finding that they have much in common, the two become fast friends. feeling jaded by a number of broken romances, dylan and jamie decide that they are ready to quit looking for true love and focus on having fun. however, complications unfold when the two best pals add sex to their relationship. funeral friends hospital aftercreditsstinger duringcreditsstinger justintimberlake milakunis patriciaclarkson willgluck"
1391,325133,NEIGHBORS 2: SORORITY RISING,['Comedy'],"['Seth Rogen', 'Rose Byrne', 'Zac Efron']",['Nicholas Stoller'],a sorority moves in next door to the home of mac and kelly radner who have a young child. the radner's enlist their former nemeses from the fraternity to help battle the raucous sisters. alcohol college party sequel sorority neighbor family fraternity bathroomhumor sethrogen rosebyrne zacefron nicholasstoller
1392,140823,SAVING MR. BANKS,"['Comedy', 'Drama', 'History']","['Emma Thompson', 'Tom Hanks', 'Paul Giamatti']",['John Lee Hancock'],author p.l. travers travels from london to hollywood as walt disney pictures adapts her novel mary poppins for the big screen. biography animation writer moviemaking emmathompson tomhanks paulgiamatti johnleehancock
1393,1883,MALCOLM X,"['Drama', 'History']","['Denzel Washington', 'Angela Bassett', 'Albert Hall']",['Spike Lee'],the biopic of the controversial and influential black nationalist leader. islam newyork prison assassination kukluxklan muslim policebrutality beach koran jailguard prisoncell bible biography martinlutherking nationofislam civilrightsmovement mekka pilgrimage cabriolet police historicalfigure malcolmx denzelwashington angelabassett alberthall spikelee
1394,89492,THIS IS 40,['Comedy'],"['Paul Rudd', 'Leslie Mann', 'Jason Segel']",['Judd Apatow'],"pete and debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart. wifehusbandrelationship children familyrelationships duringcreditsstinger paulrudd lesliemann jasonsegel juddapatow"
1395,22949,OLD DOGS,"['Comedy', 'Family']","['Robin Williams', 'John Travolta', 'Seth Green']",['Walt Becker'],"charlie and dan have been best friends and business partners for thirty years; their manhattan public relations firm is on the verge of a huge business deal with a japanese company. with two weeks to sew up the contract, dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. dan volunteers to keep the tykes, although he's up tight and clueless. with charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account? japanese camp bestfriend co-worker kids duringcreditsstinger sportsmarketingfirm robinwilliams johntravolta sethgreen waltbecker"
1396,12437,UNDERWORLD: RISE OF THE LYCANS,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']","['Bill Nighy', 'Michael Sheen', 'Rhona Mitra']",['Patrick Tatopoulos'],"a prequel to the first two underworld films, this fantasy explains the origins of the feud between the vampires and the lycans. aided by his secret love, sonja, courageous lucian leads the lycans in battle against brutal vampire king viktor. determined to break the king's enslavement of his people, lucian faces off against the death dealer army in a bid for lycan independence. prison underworld slavery castle vampire war werewolf battle slave dungeon fangvamp billnighy michaelsheen rhonamitra patricktatopoulos"
1397,2959,LICENSE TO WED,['Comedy'],"['Robin Williams', 'Mandy Moore', 'John Krasinski']",['Ken Kwapis'],"newly engaged, ben and sadie can't wait to start their life together and live happily ever after. however sadie's family church's reverend frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy. newlove tencommandments bride bridegroom marriage relation partnership civilregistryoffice priest wedding church robinwilliams mandymoore johnkrasinski kenkwapis"
1398,9957,THE BENCHWARMERS,['Comedy'],"['Jon Heder', 'Rob Schneider', 'David Spade']",['Dennis Dugan'],a trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard little league squads. baseball pizza sport paperboy team homerun videostore jonheder robschneider davidspade dennisdugan
1399,11648,MUST LOVE DOGS,"['Comedy', 'Romance']","['Diane Lane', 'John Cusack', 'Elizabeth Perkins']",['Gary David Goldberg'],"sarah nolan is a newly divorced woman cautiously rediscovering romance with the enthusiastic but often misguided help of her well-meaning family. as she braves a series of hilarious disastrous mismatches and first dates, sarah begins to trust her own instincts again and learns that, no matter what, it's never a good idea to give up on love. sistersisterrelationship makeamatch single children teacher dating divorce petdog computerdating internetdating woodenboats dianelane johncusack elizabethperkins garydavidgoldberg"
1400,9366,DONNIE BRASCO,"['Crime', 'Drama', 'Thriller']","['Johnny Depp', 'Al Pacino', 'Michael Madsen']",['Mike Newell'],an fbi undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one. undercover colombia mafia mobster dirtycop informant stealingmoney marriagecounselor shavingcream playingcards johnnydepp alpacino michaelmadsen mikenewell
1401,1576,RESIDENT EVIL,"['Horror', 'Action', 'Science Fiction']","['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius']",['Paul W.S. Anderson'],"when a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. alice and rain are charged with leading the mission. but they only have three hours before the pathogen becomes airborne and infects the world. undercover mutant dystopia conspiracy zombie basedonvideogame millajovovich michellerodriguez ericmabius paulw.s.anderson"
1402,609,POLTERGEIST,['Horror'],"['Craig T. Nelson', 'JoBeth Williams', 'Beatrice Straight']",['Tobe Hooper'],"steve freeling lives with his wife, diane, and their three children, dana, robbie, and carol anne, in southern california where he sells houses for the company that built the neighborhood. it starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. however, when he realizes that something truly evil haunts his home, steve calls in a team of parapsychologists led by dr. lesh to help before it's too late. medium ghostbuster poltergeist hauntedhouse dyinganddeath familyrelationships goodvsevil paranormalphenomena powerofgoodness parent-childbond haunted craigt.nelson jobethwilliams beatricestraight tobehooper"
1403,5516,THE LADYKILLERS,"['Comedy', 'Crime', 'Thriller']","['Tom Hanks', 'Irma P. Hall', 'Marlon Wayans']",['Joel Coen'],"an eccentric, if not charming southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman. churchchoir hidingplace garbage duringcreditsstinger tomhanks irmap.hall marlonwayans joelcoen"
1404,13051,MAX PAYNE,['Action'],"['Mark Wahlberg', 'Mila Kunis', 'Beau Bridges']",['John Moore'],"coming together to solve a series of murders in new york city are a dea agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. the duo will be hunted by the police, the mob, and a ruthless corporation. assassin basedonvideogame aftercreditsstinger markwahlberg milakunis beaubridges johnmoore"
1405,49530,IN TIME,"['Action', 'Thriller', 'Science Fiction']","['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy']",['Andrew Niccol'],"in the not-too-distant future the aging gene has been switched off. to avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. the rich can live forever, while the rest try to negotiate for their immortality. a poor young man who comes into a fortune of time, though too late to help his mother from dying. he ends up on the run from a corrupt police force known as 'time keepers'. bank future time dystopia raceagainsttime immortality ontherun classdifferences copsandrobbers  richvspoor justintimberlake amandaseyfried cillianmurphy andrewniccol"
1406,34806,THE BACK-UP PLAN,"['Comedy', 'Romance']","['Jennifer Lopez', ""Alex O'Loughlin"", 'Danneel Ackles']",['Alan Poul'],"when zoe tires of looking for mr. right, she decides to have a baby on her own. but on the day she's artificially inseminated, she meets stan, who seems to be just who she's been searching for all her life. now, zoe has to figure out how to make her two life's dreams fit with each other. kiss spermbank romanticcomedy malefemalerelationship doctor pregnancy singlemother artificialinsemination motherhood duringcreditsstinger jenniferlopez alexo'loughlin danneelackles alanpoul"
1407,49022,SOMETHING BORROWED,"['Comedy', 'Drama', 'Romance']","['Kate Hudson', 'Ginnifer Goodwin', 'John Krasinski']",['Luke Greenfield'],"though rachel (ginnifer goodwin) is a successful attorney and a loyal, generous friend, she is still single. after one drink too many at her 30th-birthday celebration, rachel unexpectedly falls into bed with her longtime crush, dex -- who happens to be engaged to her best friend, darcy (kate hudson). ramifications of the liaison threaten to destroy the women's lifelong friendship, while ethan (john krasinski), rachel's confidant, harbors a potentially explosive secret of his own. newyork alcohol basedonnovel secret cheating birthday destroy friends crush lawyer bestfriend wedding pregnancy relationship celebration roses lying flashback engaged loyal liaison confidant katehudson ginnifergoodwin johnkrasinski lukegreenfield"
1408,11469,BLACK KNIGHT,"['Adventure', 'Comedy', 'Fantasy']","['Martin Lawrence', 'Marsha Thomason', 'Tom Wilkinson']",['Gil Junger'],"martin lawrence plays jamal, an employee in medieval world amusement park. after sustaining a blow to the head, he awakens to find himself in 14th century england. england blackpeople medallion castle timetravel leapintime knight impostor king middleages imposture medievaltimes martinlawrence marshathomason tomwilkinson giljunger"
1409,23479,THE BAD NEWS BEARS,"['Comedy', 'Family']","['Walter Matthau', ""Tatum O'Neal"", 'Ben Piazza']",['Michael Ritchie'],"an aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive california little league. baseball sport littleleague waltermatthau tatumo'neal benpiazza michaelritchie"
1410,11667,STREET FIGHTER,"['Action', 'Adventure', 'Thriller']","['Jean-Claude Van Damme', 'Raúl Juliá', 'Ming-Na Wen']",['Steven E. de Souza'],col. guile and various other martial arts heroes fight against the tyranny of dictator m. bison and his cohorts. dictator martialarts hostage liberationofhostage hostage-taking streetfighter unitednations basedonvideogame jean-claudevandamme raúljuliá ming-nawen stevene.desouza
1411,423,THE PIANIST,"['Drama', 'War']","['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay']",['Roman Polanski'],the pianist is a film adapted from the biography of wladyslaw szpilman. a jewish-polish pianist who during the second world war lived and hid miraculously in warsaw after having gone through a terrible tragedy. a film from roman polanski. individual resistance radiostation warcrimes lossoffamily childmurderer hunger worldwarii prisonersofwar homeland deportation hidingplace ghettoriot jewpersecution liberation warsawghetto polishresistance nazis biography classicalmusic panzer pianist adrienbrody thomaskretschmann frankfinlay romanpolanski
1412,2447,THE NATIVITY STORY,"['Drama', 'History']","['Keisha Castle-Hughes', 'Oscar Isaac', 'Hiam Abbass']",['Catherine Hardwicke'],"mary and joseph make the hard journey to bethlehem for a blessed event in this retelling of the nativity story. this meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and jesus is born. jesuschrist bible threekings archangelgabriel christian blessedhope wisemen womandirector keishacastle-hughes oscarisaac hiamabbass catherinehardwicke"
1413,10066,HOUSE OF WAX,['Horror'],"['Elisha Cuthbert', 'Paris Hilton', 'Brian Van Holt']",['Jaume Collet-Serra'],a group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit. americanfootball trafficjam remake murder suspense waxmuseum teenager groupoffriends ghosttown wax elishacuthbert parishilton brianvanholt jaumecollet-serra
1414,2288,CLOSER,"['Drama', 'Romance']","['Julia Roberts', 'Jude Law', 'Natalie Portman']",['Mike Nichols'],"a witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. two couples disintegrate when they begin destructive adulterous affairs with each other. fathersonrelationship loveatfirstsight photographer lossoflover cheating lie forbiddenlove tea lover kiss photography secretlove timessquare liar sexchat basedonplay deathoffather fallinginlove juliaroberts judelaw natalieportman mikenichols"
1415,88794,J. EDGAR,"['Drama', 'Crime', 'History']","['Leonardo DiCaprio', 'Josh Hamilton', 'Geoff Pierson']",['Clint Eastwood'],"as the face of law enforcement in america for almost 50 years, j. edgar hoover was feared and admired, reviled and revered. but behind closed doors, he held secrets that would have destroyed his image, his career and his life. biography historicalfigure fbidirector leonardodicaprio joshhamilton geoffpierson clinteastwood"
1416,13515,MIRRORS,"['Horror', 'Mystery', 'Thriller']","['Kiefer Sutherland', 'Paula Patton', 'Amy Smart']",['Alexandre Aja'],an ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home. schizophrenia nightwatchman subway hallucination alcoholism ex-cop possession morgue ruralsetting medication demon psychiatrist mirror estrangedwife nypd evil newspaperclipping kiefersutherland paulapatton amysmart alexandreaja
1417,11979,QUEEN OF THE DAMNED,"['Drama', 'Fantasy', 'Horror']","['Stuart Townsend', 'Aaliyah', 'Marguerite Moreau']",['Michael Rymer'],"lestat de lioncourt is awakened from his slumber. bored with his existence he has now become this generations new rock god. while in the course of time, another has arisen, akasha, the queen of the vampires and the dammed. he want's immortal fame, his fellow vampires want him eternally dead for his betrayal, and the queen want's him for her king. who will be the first to reach him? who shall win? queen rockstar secretsociety vampire light bite music spontaneouscombustion fatalattraction fangvamp stuarttownsend aaliyah margueritemoreau michaelrymer"
1418,169,PREDATOR 2,"['Science Fiction', 'Action', 'Thriller']","['Kevin Peter Hall', 'Danny Glover', 'Gary Busey']",['Stephen Hopkins'],"ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to earth -- and this time, it's drawn to the gang-ruled and ravaged city of los angeles. when it starts murdering drug dealers, detective-lieutenant mike harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away. predator warondrugs extraterrestrialtechnology losangeles invisible kevinpeterhall dannyglover garybusey stephenhopkins"
